idx,algo,keyword,keyword,keyword,keyword,keyword,keyword,keyword,keyword,keyword,keyword,keyword,keyword,keyword,keyword,keyword,keyword,keyword,keyword,keyword,keyword
95,label,electronic commerce,information resources,,,,,,,,,,,,,,,,,,
96,multipartiterank,lwl,scalable techniques,nonparametric statistics,real time robot,class,time learning,training algorithms,robotic systems,useful representations,memory,applicability,techniques,autonomous adaptive control,major classes,complex robot tasks,complex phenomena,paper,real,several lwl algorithms,sticking
96,label,learning (artificial intelligence),nonparametric statistics,real-time systems,robots,,,,,,,,,,,,,,,,
97,multipartiterank,number,single exception,,,,,,,,,,,,,,,,,,
97,label,graph theory,,,,,,,,,,,,,,,,,,,
98,multipartiterank,unbounded domains analysis,propagation,high,conventional finite element method,speed train,dimensional modelling,paper,unbounded media,approach,wave propagation,hybrid method,boundary fe,solid materials,great interest,boundary finite element method,railway engineering,topic,ground vibrations,loads,combination
98,label,boundary-elements methods,finite element analysis,iterative methods,jacobian matrices,railways,structural engineering computing,vibrations,wave propagation,,,,,,,,,,,,
99,multipartiterank,vanishing point,cross ratio,new method,automatic driving system,edges,paper,method,lane markings,essential,lengths,vehicle heading,lines,images,ratio,hough space,experimental results,estimation,real road scene,presence,collinear points
99,label,driver information systems,edge detection,feature extraction,,,,,,,,,,,,,,,,,
100,multipartiterank,rod assemblies,reflooding,problems,flow reversal,fuel,steam,future experiments,modern correlations,development,water,experimental studies,russian experimental installations,necessary,foreign,loca,tasks,coolant accident,efficiency,assemblies,loss
100,label,fission reactor cooling,fission reactor fuel,fuel element failure,nuclear engineering computing,,,,,,,,,,,,,,,,
101,multipartiterank,scribe,groups,large,decentralized application,pastry,reliability,level multicast infrastructure,scale,large numbers,internet,self,organization,paper,locality properties,members,top,substrate,peer object location,scalable application,best
101,label,computer network reliability,discrete event simulation,internet,large-scale systems,multicast communication,performance evaluation,self-adjusting systems,telecommunication network routing,transport protocols,,,,,,,,,,,
102,multipartiterank,frequency response,flexible spacecraft attitude control,average function,order controller,system,fractional,bound,phase stabilization control,internal damping,partial differential equation,controller design method,basic characteristics,flexible system,basis,functions,ratio increases,upper bound,suggestion,lower frequency,proportion
102,label,aerospace instrumentation,attitude control,controllers,damping,flexible manipulators,frequency response,frequency stability,nonlinear control systems,nonlinear dynamical systems,partial differential equations,space vehicles,,,,,,,,,
103,multipartiterank,agent,support logistics system,product,rdf,xml,relevant information,timely provision,maintenance services,business partners,information,architecture,messages,agent communication,efficient exchange,emphasis,capability,critical,equipment manufacturers,parts distributors,competitiveness
103,label,software agents,software maintenance,,,,,,,,,,,,,,,,,,
104,multipartiterank,time reductions,stochastic inventory models,cost,continuous review,service level constraint,problem,paper,setup cost reductions,lead time,mixture,backorders,variance,mean,models,protection interval,sales,review period,periodic review inventory models,lead time demand,demand
104,label,minimax techniques,production control,statistical analysis,stochastic processes,stock control,,,,,,,,,,,,,,,
105,multipartiterank,placement,left ventricular epicardial electrodes,left ventricular stimulation lead,advanced heart failure patients,implantation,major limitation,coronary sinus,therapy,acceptance,report,feasibility,endoscopic direct placement,epicardial stimulation lead,left ventricle,surgical system,,,,,
105,label,biomedical electrodes,defibrillators,medical robotics,,,,,,,,,,,,,,,,,
106,multipartiterank,enhanced product support,scope,paper,user requirements,internet environment,provision,authoring,intranet,intelligent product manuals,view,point,new technology solutions,limitations,concurrent engineering approach,methods,product manuals,intelligent product support,user,presentation,architecture
106,label,concurrent engineering,electronic publishing,,,,,,,,,,,,,,,,,,
107,multipartiterank,property,sub,gus,strong monotonicity property,semidefinite linear complementarity problems,recent paper,linear transformation,lyapunov,gowda,symmetric,real,song,following,questions,matrices,example,equivalence,space,attempt,means
107,label,complementarity,lyapunov matrix equations,matrix algebra,,,,,,,,,,,,,,,,,
108,multipartiterank,control approach,induction motors,sub infinity,paper,robustness,stability,field orientation,internal,induction motor control structure,external disturbances,input,controller,output linearization,simulation results,features,control scheme,control approach performances,,,
108,label,h/sup infinity / control,induction motors,linearisation techniques,machine control,robust control,,,,,,,,,,,,,,,
109,multipartiterank,formula,dependent equivalence,compositional ctl model,techniques,method,exact,cases,ctl formula,entire product machine,automatic,system,complexity,model,fsm,respect,bisimulation,computable state equivalence,full ctl,equivalence,coarser equivalences
109,label,bisimulation equivalence,finite state machines,formal verification,minimisation,,,,,,,,,,,,,,,,
110,multipartiterank,quantum universal variable,length code,length source,admissible minimum rate,probability distribution,code,quantum states,optimal quantum universal variable,optimal,sense,exponent,addition,probability,average error,,,,,,
110,label,encoding,quantum communication,source coding,,,,,,,,,,,,,,,,,
111,multipartiterank,electronic portal imaging device,geometrical verification,leaf,dynamic intensity,method,reference field edge,diaphragm positions,radiotherapy,treatment,safe delivery,verification,leaves,epids,imrt,signal,independent,errors,liquid,ionization chambers,multileaf collimator
111,label,diaphragms,dosimetry,intensity modulation,liquid ionisation chambers,medical image processing,radiation therapy,,,,,,,,,,,,,,
112,multipartiterank,optimal class association rule,minimum rule,efficient algorithm,weak rules,upward closure property,algorithm,mining process,complete class association rule set,efficiency,complete class association rule,redundant computation,size,experimental results,smaller,rule,average,less time,effective,optimal class association rule set,dense databases
112,label,data mining,relational databases,very large databases,,,,,,,,,,,,,,,,,
113,multipartiterank,virtual community,dot com executives,web ads,craigslist,free,web content,users,advertisements,simple places,minds,human touch,better,web sites,kind,dot com principals,size,internet businesses,thought,announcements,local events
113,label,advertising data processing,information resources,,,,,,,,,,,,,,,,,,
114,multipartiterank,block implicit methods,blended implementation,numerical analysis,odes,implementation,brugnano,nonlinear splittings,new approach,nova science,recent trends,paper,trigiante,new york,appl,math,parallel computers,combination,numerical tests,evident,performances
114,label,differential equations,,,,,,,,,,,,,,,,,,,
115,multipartiterank,systems,power equipment,power industry,equipment,efficient operation,smc,basis,sargon,monitoring,serious modernization,updating,control,necessary condition,technological processes,zao nvt,specialists,main efforts,kinds,firmware system,avtomatika
115,label,computerised control,computerised monitoring,firmware,power apparatus,power engineering computing,,,,,,,,,,,,,,,
116,multipartiterank,security protocols,attack,algorithm,subterms,order,model,state space explosion,strands,term structure,dynamic strand space model,paper,automatic attack construction algorithm,potential attacks,exact causal dependency relations,messages,asynchronous composition,finer granularity model,active nodes,dynamic procedure,new method
116,label,data structures,protocols,security of data,,,,,,,,,,,,,,,,,
117,multipartiterank,stable,numerical behaviour,unstable solitary waves,numerical approximations,mahony equation,solutions,bona,paper,time,benjamin,unstable case,solitary wave solutions,important property,behaviour,stability,error propagation mechanisms,velocity,equation,particular,numerical methods
